cutoff,assembly_score
0.30786,0.05496
0.30788,0.05496
0.3079,0.05496
0.3079,0.05496
0.30791,0.05496
0.30792,0.05496
0.30795,0.05496
0.30795,0.05496
0.30797,0.05496
0.30797,0.05496
0.30798,0.05496
0.30799,0.05496
0.308,0.05496
0.308,0.05496
0.30801,0.05496
0.30803,0.05496
0.30803,0.05496
0.30803,0.05496
0.30805,0.05496
0.30805,0.05496
0.30812,0.05497
0.30812,0.05497
0.30813,0.05497
0.30814,0.05497
0.30815,0.05497
0.30815,0.05497
0.30816,0.05497
0.30818,0.05497
0.30818,0.05497
0.30818,0.05497
0.3082,0.05497
0.3082,0.05497
0.3082,0.05497
0.30821,0.05497
0.30822,0.05497
0.30822,0.05497
0.30822,0.05497
0.30827,0.05497
0.3083,0.05497
0.3083,0.05497
0.30833,0.05497
0.30833,0.05497
0.30833,0.05497
0.30834,0.05497
0.30835,0.05497
0.30836,0.05497
0.30837,0.05497
0.30838,0.05497
0.30839,0.05497
0.30841,0.05497
0.30842,0.05497
0.30843,0.05497
0.30843,0.05497
0.30843,0.05497
0.30843,0.05497
0.3085,0.05497
0.30851,0.05497
0.30855,0.05497
0.30856,0.05497
0.30858,0.05497
0.3086,0.05497
0.3086,0.05498
0.30862,0.05498
0.30863,0.05498
0.30863,0.05498
0.30865,0.05498
0.30867,0.05498
0.30869,0.05498
0.30869,0.05498
0.3087,0.05498
0.30871,0.05498
0.30873,0.05498
0.30875,0.05498
0.30877,0.05498
0.30879,0.05498
0.3088,0.05498
0.30882,0.05498
0.30882,0.05498
0.30883,0.05498
0.30885,0.05498
0.30886,0.05498
0.30887,0.05498
0.30889,0.05498
0.30892,0.05498
0.30893,0.05499
0.30894,0.05499
0.30894,0.05499
0.30894,0.05499
0.30896,0.05499
0.309,0.05499
0.309,0.05499
0.30901,0.05499
0.30903,0.05499
0.30905,0.05499
0.30906,0.05499
0.30906,0.05499
0.30907,0.05499
0.30907,0.05499
0.3091,0.05499
0.3091,0.05499
0.30911,0.05499
0.30911,0.05499
0.30912,0.05499
0.30912,0.05499
0.30914,0.05499
0.30916,0.05499
0.30916,0.05499
0.30917,0.05499
0.30917,0.05499
0.30919,0.055
0.30921,0.05499
0.30923,0.05499
0.30924,0.05499
0.30925,0.05499
0.30928,0.05499
0.30928,0.05499
0.30929,0.05499
0.30929,0.05499
0.3093,0.05499
0.30931,0.05499
0.30932,0.05499
0.30934,0.05499
0.30934,0.05499
0.30935,0.05499
0.30935,0.05499
0.30936,0.05499
0.30936,0.05499
0.30937,0.05499
0.30937,0.05499
0.30937,0.05499
0.30939,0.055
0.30939,0.05499
0.30942,0.05499
0.30943,0.05499
0.30944,0.05499
0.30945,0.05499
0.30945,0.05499
0.30945,0.05499
0.30949,0.05499
0.30949,0.05499
0.3095,0.05499
0.30951,0.05499
0.30951,0.05499
0.30951,0.05499
0.30952,0.05499
0.30953,0.05499
0.30954,0.055
0.30954,0.055
0.30954,0.055
0.30955,0.055
0.30956,0.055
0.30957,0.055
0.30957,0.055
0.30959,0.055
0.3096,0.055
0.3096,0.055
0.3096,0.055
0.30963,0.055
0.30963,0.055
0.30964,0.055
0.30965,0.055
0.30965,0.055
0.30965,0.055
0.30966,0.055
0.30969,0.055
0.30969,0.055
0.30969,0.055
0.3097,0.055
0.30971,0.055
0.30976,0.055
0.30976,0.05501
0.30984,0.055
0.30984,0.055
0.30984,0.055
0.30985,0.055
0.30986,0.055
0.30987,0.055
0.30988,0.05501
0.3099,0.05501
0.3099,0.05501
0.30991,0.05501
0.30993,0.05501
0.30993,0.05501
0.30994,0.05501
0.30994,0.05501
0.30994,0.05501
0.30997,0.05501
0.30997,0.05501
0.30998,0.05501
0.30999,0.05501
0.31002,0.05501
0.31002,0.05501
0.31003,0.05501
0.31004,0.05501
0.31007,0.05501
0.31007,0.05501
0.31008,0.05501
0.31009,0.05501
0.31013,0.05501
0.31014,0.05501
0.31018,0.05501
0.31018,0.05501
0.3102,0.05501
0.31021,0.05501
0.31022,0.05501
0.31022,0.05501
0.31022,0.05501
0.31022,0.05501
0.31023,0.05501
0.31023,0.05501
0.31024,0.05501
0.31026,0.05501
0.3103,0.05501
0.31035,0.05501
0.31036,0.05501
0.31037,0.05501
0.31038,0.05501
0.31039,0.05501
0.3104,0.05501
0.31041,0.05501
0.31042,0.05501
0.31044,0.05502
0.31045,0.05502
0.31045,0.05502
0.31045,0.05502
0.31046,0.05502
0.31049,0.05502
0.31049,0.05502
0.3105,0.05502
0.31051,0.05502
0.31051,0.05502
0.31053,0.05502
0.31054,0.05502
0.31054,0.05502
0.31056,0.05502
0.31056,0.05502
0.31056,0.05502
0.31058,0.05502
0.3106,0.05502
0.31061,0.05502
0.31062,0.05502
0.31062,0.05502
0.31063,0.05502
0.31063,0.05502
0.31065,0.05502
0.31067,0.05502
0.31068,0.05502
0.31069,0.05502
0.3107,0.05502
0.31072,0.05502
0.31072,0.05502
0.31074,0.05502
0.31075,0.05502
0.31075,0.05503
0.31076,0.05503
0.31076,0.05503
0.31077,0.05503
0.31078,0.05503
0.31079,0.05503
0.3108,0.05503
0.31082,0.05503
0.31083,0.05503
0.31084,0.05503
0.31084,0.05503
0.31085,0.05503
0.31085,0.05503
0.31086,0.05503
0.31088,0.05503
0.31089,0.05503
0.31089,0.05503
0.3109,0.05503
0.31091,0.05503
0.31093,0.05503
0.31096,0.05503
0.31098,0.05503
0.31099,0.05503
0.311,0.05504
0.31101,0.05504
0.31103,0.05504
0.31103,0.05504
0.31104,0.05504
0.31106,0.05504
0.31107,0.05504
0.31108,0.05504
0.31109,0.05504
0.31113,0.05504
0.31114,0.05504
0.31115,0.05504
0.31116,0.05504
0.31117,0.05504
0.31118,0.05504
0.31119,0.05504
0.31124,0.05504
0.31125,0.05504
0.31125,0.05504
0.31128,0.05504
0.31128,0.05504
0.3113,0.05504
0.31131,0.05504
0.31132,0.05504
0.31133,0.05504
0.31133,0.05504
0.31134,0.05505
0.31135,0.05505
0.31136,0.05505
0.31136,0.05505
0.31137,0.05505
0.31138,0.05505
0.3114,0.05505
0.3114,0.05505
0.3114,0.05505
0.31141,0.05505
0.31142,0.05505
0.31142,0.05505
0.31142,0.05505
0.31144,0.05505
0.31147,0.05505
0.31148,0.05505
0.31148,0.05505
0.3115,0.05505
0.31151,0.05505
0.31151,0.05505
0.31154,0.05505
0.31156,0.05505
0.31156,0.05505
0.31158,0.05505
0.31159,0.05505
0.3116,0.05505
0.31163,0.05505
0.31163,0.05505
0.31164,0.05505
0.31166,0.05505
0.31166,0.05505
0.31166,0.05505
0.31167,0.05505
0.31168,0.05505
0.31168,0.05505
0.31169,0.05505
0.3117,0.05505
0.3117,0.05505
0.31171,0.05505
0.31172,0.05505
0.31173,0.05505
0.31173,0.05505
0.31174,0.05506
0.31177,0.05506
0.31177,0.05506
0.31177,0.05506
0.31179,0.05506
0.31179,0.05506
0.31179,0.05506
0.31181,0.05506
0.31181,0.05506
0.31182,0.05506
0.31182,0.05506
0.31183,0.05506
0.31184,0.05506
0.31184,0.05506
0.31185,0.05506
0.31186,0.05506
0.31187,0.05506
0.31187,0.05506
0.31189,0.05506
0.3119,0.05506
0.3119,0.05506
0.31193,0.05505
0.31193,0.05505
0.31197,0.05506
0.31197,0.05506
0.31198,0.05506
0.31201,0.05506
0.31206,0.05506
0.31207,0.05506
0.31207,0.05506
0.31209,0.05506
0.31209,0.05506
0.31209,0.05506
0.3121,0.05506
0.31211,0.05506
0.31212,0.05506
0.31214,0.05506
0.31214,0.05506
0.31214,0.05506
0.31217,0.05506
0.31217,0.05506
0.31218,0.05506
0.31219,0.05506
0.31219,0.05506
0.3122,0.05506
0.31221,0.05506
0.31224,0.05506
0.31224,0.05506
0.31226,0.05506
0.31226,0.05506
0.31226,0.05507
0.31228,0.05507
0.31228,0.05507
0.31228,0.05507
0.3123,0.05507
0.3123,0.05507
0.3123,0.05507
0.3123,0.05507
0.31231,0.05507
0.31231,0.05507
0.31232,0.05507
0.31233,0.05507
0.31233,0.05507
0.31237,0.05507
0.3124,0.05507
0.31241,0.05507
0.31242,0.05507
0.31242,0.05507
0.31243,0.05507
0.31243,0.05507
0.31245,0.05507
0.31245,0.05507
0.31248,0.05507
0.31248,0.05507
0.31248,0.05507
0.31249,0.05507
0.31249,0.05507
0.31251,0.05507
0.31251,0.05508
0.31251,0.05508
0.31254,0.05508
0.31255,0.05508
0.31256,0.05508
0.31257,0.05508
0.31259,0.05508
0.3126,0.05508
0.3126,0.05508
0.31261,0.05508
0.31261,0.05508
0.31263,0.05508
0.31264,0.05508
0.31265,0.05508
0.31269,0.05508
0.3127,0.05508
0.31272,0.05508
0.31272,0.05508
0.31272,0.05508
0.31275,0.05508
0.31275,0.05508
0.31275,0.05508
0.3128,0.05508
0.31283,0.05508
0.31286,0.05508
0.31286,0.05509
0.31287,0.05509
0.31288,0.05509
0.3129,0.05509
0.31291,0.05509
0.31291,0.05509
0.31292,0.05509
0.31293,0.05509
0.31295,0.05508
0.31297,0.05508
0.31297,0.05508
0.31297,0.05508
0.31298,0.05508
0.31299,0.05508
0.31304,0.05508
0.31307,0.05509
0.31308,0.05509
0.31308,0.05509
0.31308,0.05509
0.3131,0.05509
0.3131,0.05509
0.3131,0.05509
0.31311,0.05509
0.31311,0.05509
0.31312,0.05509
0.31312,0.05509
0.31313,0.05509
0.31316,0.05509
0.31317,0.05509
0.31317,0.05509
0.31317,0.05509
0.31318,0.05509
0.31319,0.05509
0.31319,0.05509
0.31319,0.05509
0.3132,0.05509
0.3132,0.05509
0.31321,0.05509
0.31323,0.05509
0.31323,0.05509
0.31323,0.05509
0.31324,0.05509
0.31325,0.05509
0.31327,0.05509
0.31327,0.05509
0.31328,0.05509
0.31329,0.05509
0.31329,0.05509
0.3133,0.05509
0.31331,0.05509
0.31332,0.0551
0.31334,0.0551
0.31335,0.0551
0.31335,0.0551
0.31337,0.0551
0.31337,0.0551
0.31339,0.0551
0.31342,0.0551
0.31345,0.0551
0.31346,0.0551
0.31346,0.0551
0.31347,0.0551
0.31349,0.0551
0.31353,0.0551
0.31354,0.0551
0.31356,0.05509
0.31359,0.05509
0.3136,0.05509
0.31361,0.05509
0.31362,0.05509
0.31362,0.05509
0.31363,0.05508
0.31364,0.05508
0.31365,0.05508
0.31367,0.05508
0.31367,0.05508
0.31367,0.05508
0.31369,0.05509
0.3137,0.05509
0.31371,0.05509
0.31371,0.05509
0.31371,0.05509
0.31372,0.05509
0.31372,0.05509
0.31373,0.05509
0.31375,0.05509
0.31375,0.05509
0.31376,0.05509
0.31376,0.05509
0.31376,0.05509
0.31377,0.05509
0.31378,0.05509
0.31379,0.05509
0.3138,0.05509
0.31384,0.05509
0.31386,0.05509
0.31386,0.05509
0.31387,0.05509
0.31387,0.05509
0.31388,0.05509
0.31389,0.05509
0.31391,0.05509
0.31391,0.05509
0.31393,0.05509
0.31393,0.05509
0.31395,0.05509
0.31395,0.05509
0.31398,0.05509
0.31398,0.05509
0.31399,0.05509
0.314,0.05509
0.314,0.05509
0.31406,0.05509
0.31407,0.05509
0.31408,0.05509
0.31409,0.05509
0.31412,0.05509
0.31414,0.05509
0.31418,0.05509
0.31418,0.05509
0.31419,0.05509
0.3142,0.05509
0.31421,0.0551
0.31421,0.0551
0.31423,0.0551
0.31424,0.0551
0.31425,0.0551
0.31426,0.0551
0.31428,0.0551
0.31432,0.0551
0.31432,0.0551
0.31432,0.0551
0.31433,0.0551
0.31433,0.0551
0.31433,0.0551
0.31433,0.0551
0.31438,0.0551
0.31438,0.0551
0.3144,0.0551
0.3144,0.0551
0.3144,0.0551
0.31442,0.0551
0.31444,0.0551
0.31446,0.0551
0.31448,0.0551
0.3145,0.05511
0.3145,0.05511
0.3145,0.05511
0.31451,0.05511
0.31453,0.05511
0.31455,0.05511
0.31456,0.05511
0.31456,0.05511
0.31456,0.05511
0.31457,0.05511
0.31457,0.05511
0.31461,0.05511
0.31461,0.05511
0.31462,0.05511
0.31462,0.05511
0.31462,0.05511
0.31464,0.05511
0.31465,0.05511
0.31465,0.05511
0.31466,0.05511
0.31468,0.05511
0.3147,0.05511
0.3147,0.05511
0.31471,0.05511
0.31472,0.05512
0.31473,0.05512
0.31473,0.05512
0.31476,0.05512
0.31476,0.05512
0.31477,0.05512
0.31478,0.05512
0.31479,0.05512
0.3148,0.05512
0.3148,0.05512
0.31481,0.05512
0.31481,0.05512
0.31481,0.05512
0.31483,0.05512
0.31483,0.05512
0.31484,0.05512
0.31485,0.05512
0.31486,0.05512
0.31487,0.05512
0.31488,0.05512
0.31488,0.05512
0.31489,0.05512
0.31489,0.05512
0.3149,0.05513
0.31491,0.05513
0.31492,0.05513
0.31493,0.05513
0.31493,0.05513
0.31495,0.05513
0.31497,0.05513
0.31497,0.05513
0.31498,0.05513
0.31498,0.05513
0.31498,0.05513
0.31499,0.05513
0.31501,0.05513
0.31501,0.05513
0.31502,0.05513
0.31505,0.05513
0.31505,0.05513
0.31505,0.05513
0.31509,0.05513
0.3151,0.05513
0.31511,0.05513
0.31513,0.05513
0.31513,0.05513
0.31515,0.05513
0.31515,0.05513
0.31515,0.05513
0.31518,0.05514
0.31522,0.05514
0.31522,0.05514
0.31523,0.05514
0.31526,0.05514
0.31527,0.05514
0.31527,0.05514
0.31527,0.05514
0.31529,0.05514
0.31529,0.05514
0.31531,0.05514
0.31531,0.05514
0.31533,0.05514
0.31534,0.05514
0.31534,0.05514
0.31534,0.05514
0.31534,0.05514
0.31536,0.05514
0.31536,0.05514
0.31537,0.05514
0.31538,0.05514
0.3154,0.05514
0.31542,0.05514
0.31544,0.05514
0.31544,0.05514
0.31545,0.05515
0.31548,0.05515
0.31548,0.05515
0.31548,0.05515
0.31549,0.05515
0.31549,0.05515
0.31551,0.05515
0.31553,0.05515
0.31553,0.05515
0.31553,0.05515
0.31553,0.05515
0.31555,0.05515
0.31556,0.05515
0.31556,0.05515
0.31559,0.05515
0.31559,0.05515
0.31559,0.05515
0.3156,0.05515
0.3156,0.05515
0.3156,0.05515
0.31561,0.05515
0.31562,0.05515
0.31563,0.05515
0.31564,0.05514
0.31566,0.05514
0.31566,0.05514
0.31568,0.05514
0.31568,0.05514
0.31568,0.05514
0.31569,0.05514
0.31569,0.05514
0.31573,0.05514
0.31575,0.05514
0.31576,0.05514
0.31576,0.05515
0.31578,0.05515
0.3158,0.05515
0.31581,0.05515
0.31582,0.05515
0.31583,0.05515
0.31588,0.05515
0.3159,0.05515
0.31591,0.05515
0.31592,0.05515
0.31595,0.05515
0.31595,0.05515
0.31598,0.05515
0.31599,0.05515
0.31601,0.05515
0.31602,0.05515
0.31603,0.05515
0.31604,0.05515
0.31604,0.05515
0.31604,0.05515
0.31605,0.05515
0.31607,0.05515
0.31608,0.05515
0.31609,0.05515
0.31609,0.05515
0.3161,0.05515
0.31612,0.05515
0.31612,0.05515
0.31613,0.05515
0.31613,0.05515
0.31615,0.05515
0.31615,0.05515
0.31616,0.05515
0.31616,0.05515
0.31617,0.05514
0.31618,0.05514
0.31618,0.05514
0.31619,0.05514
0.31622,0.05514
0.31622,0.05514
0.31622,0.05515
0.31623,0.05515
0.31624,0.05515
0.31625,0.05515
0.31626,0.05515
0.31626,0.05515
0.31627,0.05515
0.31628,0.05515
0.31632,0.05515
0.31634,0.05515
0.31634,0.05514
0.31635,0.05514
0.31635,0.05514
0.31636,0.05514
0.31636,0.05514
0.31639,0.05514
0.3164,0.05515
0.3164,0.05515
0.31641,0.05515
0.31641,0.05515
0.31643,0.05515
0.31645,0.05515
0.31645,0.05515
0.31645,0.05515
0.31646,0.05515
0.31646,0.05515
0.31647,0.05515
0.31648,0.05515
0.3165,0.05515
0.31651,0.05515
0.31651,0.05515
0.31652,0.05515
0.31654,0.05515
0.31654,0.05515
0.31659,0.05515
0.3166,0.05515
0.3166,0.05515
0.3166,0.05515
0.31661,0.05515
0.31664,0.05516
0.31665,0.05516
0.31666,0.05516
0.31666,0.05516
0.31666,0.05516
0.31667,0.05516
0.31668,0.05516
0.31668,0.05516
0.31669,0.05516
0.3167,0.05516
0.31671,0.05516
0.31671,0.05516
0.31672,0.05516
0.31673,0.05516
0.31676,0.05516
0.31678,0.05516
0.31679,0.05516
0.3168,0.05516
0.3168,0.05516
0.31681,0.05516
0.31682,0.05516
0.31683,0.05516
0.31683,0.05516
0.31684,0.05516
0.31684,0.05517
0.31685,0.05517
0.31685,0.05517
0.31685,0.05517
0.31685,0.05517
0.31687,0.05517
0.31688,0.05517
0.31688,0.05517
0.31693,0.05517
0.31694,0.05517
0.31696,0.05517
0.31696,0.05517
0.31696,0.05517
0.31697,0.05517
0.31697,0.05517
0.31698,0.05517
0.31698,0.05517
0.31698,0.05517
0.317,0.05517
0.31702,0.05517
0.31703,0.05517
0.31703,0.05517
0.31703,0.05517
0.31704,0.05517
0.31706,0.05517
0.31706,0.05517
0.31707,0.05517
0.31708,0.05517
0.31711,0.05517
0.31712,0.05517
0.31712,0.05517
0.31717,0.05518
0.31717,0.05518
0.31717,0.05518
0.31717,0.05518
0.31719,0.05518
0.31719,0.05518
0.31721,0.05518
0.31721,0.05518
0.31724,0.05518
0.31724,0.05518
0.31727,0.05518
0.31728,0.05518
0.3173,0.05518
0.31731,0.05518
0.31735,0.05518
0.31735,0.05518
0.31735,0.05518
0.31735,0.05518
0.31735,0.05518
0.31737,0.05518
0.31738,0.05518
0.31739,0.05518
0.31739,0.05518
0.31739,0.05518
0.3174,0.05518
0.31741,0.05519
0.31741,0.05519
0.31741,0.05519
0.31744,0.05518
0.31744,0.05519
0.31745,0.05519
0.31745,0.05519
0.31747,0.05519
0.31747,0.05519
0.31749,0.05519
0.31751,0.05519
0.31753,0.05519
0.31755,0.05519
0.31756,0.05519
0.31756,0.05519
0.31757,0.05519
0.31759,0.05519
0.3176,0.05519
0.31761,0.05519
0.31762,0.05519
0.31762,0.05519
0.31762,0.05519
0.31763,0.05519
0.31763,0.05519
0.31763,0.05519
0.31764,0.05519
0.31766,0.05519
0.31766,0.05519
0.31766,0.05519
0.31768,0.05519
0.31768,0.05519
0.31771,0.05519
0.31771,0.05519
0.31773,0.05519
0.31774,0.05519
0.31774,0.05519
0.31775,0.0552
0.31776,0.0552
0.31777,0.0552
0.31777,0.0552
0.31779,0.0552
0.3178,0.0552
0.3178,0.0552
0.31781,0.0552
0.31781,0.0552
0.31781,0.0552
0.31784,0.0552
0.31788,0.0552
0.31788,0.0552
0.3179,0.0552
0.31791,0.0552
0.31792,0.0552
0.31792,0.0552
0.31793,0.0552
0.31793,0.0552
0.31793,0.0552
0.31798,0.0552
0.31798,0.0552
0.31802,0.0552
0.31802,0.0552
0.31805,0.0552
0.31805,0.0552
0.31805,0.05521
0.31806,0.05521
0.31806,0.05521
0.31808,0.05521
0.31809,0.0552
0.31809,0.0552
0.31809,0.0552
0.31814,0.0552
0.31814,0.0552
0.31814,0.0552
0.31816,0.0552
0.31819,0.0552
0.31819,0.05521
0.31819,0.05521
0.3182,0.0552
0.31824,0.0552
0.31824,0.0552
0.31824,0.0552
0.31825,0.0552
0.31831,0.0552
0.31831,0.0552
0.31832,0.0552
0.31832,0.0552
0.31832,0.0552
0.31834,0.0552
0.31835,0.0552
0.31835,0.0552
0.31836,0.0552
0.31836,0.0552
0.31836,0.0552
0.31836,0.0552
0.31836,0.0552
0.31838,0.0552
0.3184,0.0552
0.3184,0.0552
0.31841,0.05521
0.31843,0.05521
0.31845,0.05521
0.31845,0.0552
0.31847,0.0552
0.31847,0.0552
0.3185,0.0552
0.3185,0.0552
0.3185,0.0552
0.31851,0.0552
0.31852,0.0552
0.31856,0.0552
0.31856,0.0552
0.31857,0.0552
0.31857,0.0552
0.3186,0.0552
0.31861,0.0552
0.31862,0.0552
0.31862,0.0552
0.31863,0.0552
0.31864,0.0552
0.31864,0.0552
0.31865,0.0552
0.31866,0.0552
0.31866,0.0552
0.31867,0.0552
0.31867,0.0552
0.31868,0.0552
0.31871,0.0552
0.31873,0.05521
0.31873,0.05521
0.31874,0.05521
0.31874,0.05521
0.31876,0.05521
0.31876,0.05521
0.31878,0.05521
0.31879,0.05521
0.31879,0.05521
0.31879,0.05521
0.31881,0.05521
0.31882,0.05521
0.31883,0.05521
0.31885,0.05521
0.31889,0.05521
0.3189,0.05521
0.31891,0.05521
0.31892,0.05521
0.31893,0.05521
0.31893,0.05521
0.31895,0.05521
0.31896,0.05521
0.31897,0.05521
0.31897,0.05521
0.31897,0.05521
0.31898,0.05521
0.31899,0.05521
0.319,0.05521
0.31901,0.05521
0.31901,0.05521
0.31902,0.05521
0.31903,0.05521
0.31906,0.05521
0.31906,0.05521
0.31908,0.05521
0.31909,0.05521
0.31911,0.05521
0.31913,0.05521
0.31914,0.05521
0.31915,0.05521
0.31916,0.05521
0.31916,0.05521
0.31916,0.05521
0.31918,0.05521
0.3192,0.05521
0.31921,0.05521
0.31924,0.05521
0.31924,0.05521
0.31925,0.05521
0.31926,0.05521
0.31927,0.05521
0.31927,0.05521
0.31928,0.05521
0.31928,0.05521
0.31928,0.05521
0.31929,0.05522
0.3193,0.05522
0.31934,0.05522
0.31935,0.05522
0.31935,0.05522
0.31935,0.05522
0.31936,0.05522
0.31936,0.05522
0.31937,0.05522
0.31937,0.05522
0.31937,0.05522
0.31938,0.05522
0.31939,0.05522
0.31941,0.05522
0.31942,0.05522
0.31943,0.05522
0.31944,0.05522
0.31946,0.05522
0.31947,0.05522
0.31948,0.05522
0.31948,0.05522
0.31949,0.05522
0.3195,0.05522
0.31953,0.05522
0.31954,0.05522
0.31954,0.05523
0.31955,0.05523
0.31956,0.05523
0.31957,0.05523
0.31958,0.05523
0.3196,0.05523
0.31961,0.05523
0.31961,0.05523
0.31962,0.05523
0.31963,0.05523
0.31964,0.05523
0.31964,0.05523
0.31965,0.05523
0.31966,0.05522
0.31967,0.05522
0.3197,0.05522
0.3197,0.05522
0.31971,0.05522
0.31971,0.05522
0.31972,0.05522
0.31973,0.05522
0.31973,0.05522
0.31974,0.05522
0.31976,0.05522
0.31976,0.05522
0.31978,0.05522
0.31979,0.05522
0.3198,0.05522
0.31981,0.05522
0.31982,0.05522
0.31984,0.05522
0.31986,0.05522
0.31988,0.05522
0.31989,0.05522
0.3199,0.05522
0.31991,0.05522
0.31992,0.05522
0.31992,0.05522
0.31993,0.05522
0.31994,0.05522
0.31995,0.05522
0.31995,0.05522
0.31996,0.05522
0.31997,0.05522
0.31998,0.05522
0.31999,0.05522
0.32003,0.05522
0.32004,0.05522
0.32005,0.05522
0.32005,0.05523
0.32006,0.05523
0.32007,0.05523
0.32007,0.05523
0.32009,0.05523
0.32009,0.05523
0.32011,0.05523
0.32011,0.05523
0.32011,0.05523
0.32012,0.05523
0.32013,0.05523
0.32016,0.05523
0.32016,0.05523
0.32016,0.05523
0.32016,0.05523
0.32018,0.05523
0.3202,0.05523
0.3202,0.05523
0.3202,0.05523
0.32021,0.05523
0.32022,0.05523
0.32022,0.05523
0.32023,0.05523
0.32023,0.05523
0.32024,0.05523
0.32026,0.05523
0.32027,0.05523
0.32029,0.05523
0.32031,0.05523
0.32031,0.05523
0.32032,0.05523
0.32032,0.05523
0.32032,0.05523
0.32032,0.05523
0.32033,0.05523
0.32033,0.05524
0.32034,0.05524
0.32035,0.05524
0.32035,0.05524
0.32036,0.05524
0.32036,0.05524
0.32038,0.05524
0.32038,0.05524
0.32039,0.05524
0.32039,0.05524
0.3204,0.05524
0.32041,0.05524
0.32041,0.05524
0.32042,0.05524
0.32042,0.05524
0.32043,0.05524
0.32043,0.05524
0.32044,0.05524
0.32044,0.05524
0.32044,0.05524
0.32045,0.05524
0.32047,0.05524
0.32048,0.05524
0.32048,0.05524
0.32049,0.05524
0.32053,0.05524
0.32053,0.05524
0.32054,0.05524
0.32056,0.05524
0.32057,0.05524
0.32059,0.05524
0.32061,0.05524
0.32062,0.05524
0.32062,0.05524
0.32064,0.05524
0.32064,0.05524
0.32066,0.05524
0.32066,0.05525
0.32067,0.05525
0.3207,0.05525
0.32071,0.05525
0.32071,0.05525
0.32072,0.05525
0.32072,0.05525
0.32072,0.05525
0.32073,0.05525
0.32073,0.05525
0.32076,0.05525
0.32079,0.05525
0.32079,0.05525
0.3208,0.05525
0.32081,0.05525
0.32083,0.05525
0.32083,0.05525
0.32084,0.05525
0.32085,0.05525
0.32086,0.05525
0.32086,0.05525
0.32087,0.05525
0.32088,0.05525
0.32088,0.05525
0.32093,0.05525
0.32093,0.05525
0.32094,0.05526
0.32094,0.05526
0.32096,0.05526
0.32098,0.05526
0.321,0.05526
0.32102,0.05526
0.32102,0.05526
0.32103,0.05526
0.32104,0.05526
0.32105,0.05526
0.32106,0.05526
0.32106,0.05526
0.32113,0.05526
0.32113,0.05526
0.32114,0.05526
0.32115,0.05526
0.32115,0.05526
0.32117,0.05526
0.32118,0.05526
0.3212,0.05526
0.3212,0.05526
0.32121,0.05526
0.32121,0.05526
0.32123,0.05526
0.32123,0.05526
0.32125,0.05526
0.32127,0.05526
0.32127,0.05526
0.32129,0.05526
0.3213,0.05526
0.32134,0.05526
0.32134,0.05526
0.32134,0.05526
0.32134,0.05526
0.32136,0.05526
0.32136,0.05526
0.32136,0.05526
0.32136,0.05526
0.32137,0.05526
0.32137,0.05526
0.32138,0.05526
0.3214,0.05526
0.32141,0.05526
0.32141,0.05526
0.32142,0.05526
0.32142,0.05526
0.32143,0.05527
0.32143,0.05527
0.32147,0.05527
0.32147,0.05527
0.32148,0.05527
0.3215,0.05527
0.32152,0.05527
0.32153,0.05527
0.32154,0.05527
0.32155,0.05527
0.32156,0.05527
0.32158,0.05527
0.32161,0.05527
0.32161,0.05527
0.32161,0.05527
0.32163,0.05527
0.32163,0.05527
0.32169,0.05527
0.32172,0.05527
0.32172,0.05527
0.32172,0.05527
0.32175,0.05527
0.32175,0.05527
0.32175,0.05527
0.32176,0.05527
0.32177,0.05527
0.32177,0.05527
0.32178,0.05527
0.32181,0.05527
0.32183,0.05527
0.32186,0.05527
0.32186,0.05527
0.32186,0.05527
0.32187,0.05527
0.32188,0.05527
0.3219,0.05527
0.32191,0.05527
0.32193,0.05527
0.32194,0.05528
0.32195,0.05528
0.32197,0.05528
0.32198,0.05528
0.32199,0.05528
0.32199,0.05528
0.32199,0.05528
0.32201,0.05528
0.32202,0.05528
0.32203,0.05528
0.32204,0.05528
0.32204,0.05528
0.32206,0.05528
0.3221,0.05528
0.3221,0.05528
0.32211,0.05528
0.32212,0.05528
0.32213,0.05528
0.32215,0.05528
0.32215,0.05528
0.32216,0.05528
0.32217,0.05528
0.32217,0.05528
0.32218,0.05528
0.32218,0.05528
0.32219,0.05528
0.32221,0.05528
0.32221,0.05528
0.32222,0.05527
0.32222,0.05527
0.32223,0.05527
0.32224,0.05527
0.32224,0.05527
0.32226,0.05527
0.32226,0.05527
0.32228,0.05527
0.32228,0.05527
0.3223,0.05527
0.32234,0.05527
0.32234,0.05527
0.32234,0.05527
0.32235,0.05527
0.32235,0.05527
0.32237,0.05527
0.32239,0.05527
0.3224,0.05528
0.3224,0.05528
0.32244,0.05528
0.32247,0.05528
0.32248,0.05528
0.3225,0.05528
0.3225,0.05528
0.32251,0.05528
0.32251,0.05528
0.32252,0.05528
0.32254,0.05528
0.32257,0.05528
0.32258,0.05528
0.32258,0.05528
0.3226,0.05528
0.3226,0.05528
0.3226,0.05528
0.3226,0.05528
0.32264,0.05528
0.32266,0.05528
0.32266,0.05528
0.32267,0.05528
0.32271,0.05528
0.32272,0.05528
0.32272,0.05528
0.32272,0.05528
0.32273,0.05528
0.32275,0.05528
0.32276,0.05528
0.32276,0.05528
0.32277,0.05528
0.32278,0.05528
0.32278,0.05528
0.32281,0.05528
0.32282,0.05528
0.32284,0.05528
0.32286,0.05528
0.32287,0.05528
