cutoff,assembly_score
0.04428,0.04792
0.04435,0.04792
0.04438,0.04792
0.04446,0.04792
0.04446,0.04792
0.04449,0.04793
0.04454,0.04793
0.04456,0.04793
0.04457,0.04792
0.04463,0.04793
0.04465,0.04793
0.04466,0.04793
0.04481,0.04793
0.04482,0.04793
0.04484,0.04793
0.04485,0.04793
0.04485,0.04793
0.04529,0.04794
0.0453,0.04794
0.04541,0.04794
0.04549,0.04794
0.0455,0.04794
0.04552,0.04794
0.04563,0.04794
0.04568,0.04794
0.04577,0.04795
0.04587,0.04795
0.04592,0.04795
0.04592,0.04795
0.04593,0.04795
0.04601,0.04795
0.04604,0.04795
0.04607,0.04795
0.04608,0.04795
0.04615,0.04795
0.04636,0.04795
0.04637,0.04795
0.0464,0.04795
0.04643,0.04795
0.0465,0.04796
0.04652,0.04796
0.04662,0.04796
0.04678,0.04796
0.04689,0.04796
0.04693,0.04796
0.04694,0.04796
0.04698,0.04796
0.04698,0.04797
0.04723,0.04797
0.04723,0.04797
0.04745,0.04797
0.04776,0.04797
0.04778,0.04797
0.04781,0.04797
0.04783,0.04797
0.04783,0.04798
0.04789,0.04798
0.04799,0.04798
0.04801,0.04798
0.04806,0.04798
0.04808,0.04798
0.04821,0.04798
0.04832,0.04798
0.04838,0.04798
0.04842,0.04799
0.04848,0.04798
0.04857,0.04798
0.04859,0.04798
0.04867,0.04798
0.04876,0.04799
0.04878,0.04799
0.04879,0.04799
0.04892,0.04799
0.04897,0.04799
0.04898,0.04799
0.04905,0.04799
0.04906,0.04799
0.04906,0.04799
0.04925,0.04799
0.04926,0.04799
0.04927,0.048
0.04928,0.048
0.04933,0.048
0.04937,0.048
0.04937,0.048
0.04951,0.048
0.04954,0.048
0.04967,0.048
0.0497,0.04801
0.04995,0.04801
0.04996,0.04801
0.04998,0.04801
0.05003,0.04801
0.05003,0.04801
0.05005,0.04801
0.05016,0.04801
0.05017,0.04801
0.0502,0.04802
0.05024,0.04802
0.05026,0.04802
0.05037,0.04802
0.05057,0.04802
0.0506,0.04802
0.05061,0.04802
0.05062,0.04802
0.05062,0.04803
0.05064,0.04803
0.05067,0.04803
0.0507,0.04803
0.05082,0.04803
0.05086,0.04803
0.05087,0.04803
0.0509,0.04803
0.05092,0.04803
0.05097,0.04804
0.05097,0.04804
0.05101,0.04804
0.05102,0.04804
0.05104,0.04804
0.0511,0.04804
0.05113,0.04804
0.05115,0.04804
0.05117,0.04805
0.05125,0.04805
0.05127,0.04805
0.05128,0.04805
0.05134,0.04805
0.0514,0.04805
0.05141,0.04805
0.05143,0.04805
0.05147,0.04805
0.05151,0.04806
0.05155,0.04806
0.05165,0.04806
0.05169,0.04806
0.05181,0.04806
0.05191,0.04806
0.05192,0.04806
0.05196,0.04806
0.05199,0.04806
0.05199,0.04807
0.052,0.04807
0.05201,0.04807
0.05205,0.04807
0.0521,0.04807
0.05211,0.04807
0.05212,0.04807
0.05213,0.04807
0.05219,0.04807
0.05223,0.04808
0.05226,0.04808
0.05231,0.04808
0.05236,0.04808
0.0524,0.04808
0.05244,0.04807
0.05249,0.04807
0.05253,0.04807
0.05262,0.04807
0.05262,0.04806
0.05276,0.04806
0.05281,0.04807
0.05282,0.04807
0.05286,0.04807
0.05292,0.04807
0.05295,0.04807
0.053,0.04807
0.05306,0.04807
0.05309,0.04807
0.05311,0.04807
0.05312,0.04807
0.05318,0.04808
0.05321,0.04808
0.05324,0.04808
0.05329,0.04808
0.05331,0.04808
0.05343,0.04808
0.05344,0.04808
0.05345,0.04808
0.05346,0.04808
0.0535,0.04808
0.05353,0.04808
0.05354,0.04808
0.05355,0.04809
0.05357,0.04809
0.05363,0.04809
0.05369,0.04809
0.05373,0.04809
0.0538,0.04809
0.05382,0.04809
0.05386,0.04809
0.05389,0.0481
0.05391,0.0481
0.054,0.0481
0.05405,0.0481
0.05406,0.0481
0.05415,0.0481
0.05419,0.0481
0.05419,0.0481
0.05421,0.0481
0.05428,0.04811
0.0543,0.04811
0.0543,0.04811
0.05443,0.04811
0.05445,0.04811
0.05447,0.04811
0.05461,0.04811
0.05466,0.04811
0.05468,0.04811
0.05469,0.04811
0.05469,0.04811
0.05472,0.04811
0.05473,0.04811
0.05473,0.04811
0.0548,0.04811
0.0548,0.04811
0.05503,0.04811
0.05505,0.04811
0.05509,0.04812
0.05514,0.04812
0.05518,0.04812
0.05522,0.04812
0.05533,0.04812
0.05534,0.04812
0.05534,0.04812
0.05536,0.04812
0.05542,0.04812
0.05543,0.04813
0.05553,0.04813
0.05556,0.04813
0.05557,0.04813
0.05557,0.04813
0.05557,0.04813
0.05562,0.04813
0.05569,0.04813
0.05572,0.04813
0.0558,0.04814
0.05586,0.04814
0.05589,0.04814
0.05595,0.04814
0.056,0.04814
0.05602,0.04814
0.05605,0.04814
0.0561,0.04814
0.05619,0.04814
0.05623,0.04815
0.05625,0.04815
0.05626,0.04815
0.05627,0.04815
0.05627,0.04815
0.05643,0.04815
0.05646,0.04815
0.05658,0.04815
0.05666,0.04815
0.05666,0.04815
0.05672,0.04815
0.05673,0.04815
0.05679,0.04815
0.0568,0.04815
0.05681,0.04815
0.05689,0.04815
0.05692,0.04815
0.05692,0.04816
0.05697,0.04816
0.05703,0.04816
0.0571,0.04816
0.05712,0.04816
0.05712,0.04816
0.05721,0.04816
0.05723,0.04816
0.05738,0.04816
0.05739,0.04816
0.0574,0.04817
0.05741,0.04817
0.0575,0.04817
0.05759,0.04817
0.05761,0.04817
0.05765,0.04817
0.05767,0.04817
0.05776,0.04817
0.0578,0.04817
0.05783,0.04818
0.05787,0.04818
0.05788,0.04818
0.05792,0.04818
0.05794,0.04818
0.05794,0.04818
0.05795,0.04818
0.05805,0.04818
0.05805,0.04818
0.05817,0.04818
0.05818,0.04819
0.0582,0.04819
0.05825,0.04819
0.05834,0.04819
0.05835,0.04819
0.05836,0.04819
0.05839,0.04819
0.05839,0.04819
0.05844,0.04819
0.05849,0.0482
0.05853,0.04819
0.05855,0.0482
0.05856,0.0482
0.05859,0.0482
0.05865,0.0482
0.05868,0.0482
0.0587,0.0482
0.0587,0.0482
0.05872,0.0482
0.05874,0.0482
0.05897,0.04821
0.05901,0.04821
0.05903,0.04821
0.05904,0.04821
0.05909,0.04821
0.05909,0.04821
0.05912,0.04821
0.05914,0.04821
0.05915,0.04821
0.05917,0.04821
0.05919,0.04821
0.05929,0.04821
0.05932,0.04822
0.05938,0.04822
0.05944,0.04822
0.05945,0.04822
0.05947,0.04822
0.05947,0.04822
0.05952,0.04822
0.05962,0.04822
0.05964,0.04822
0.05964,0.04822
0.05975,0.04822
0.0598,0.04822
0.05981,0.04822
0.05981,0.04823
0.05982,0.04823
0.05985,0.04823
0.05991,0.04823
0.06,0.04823
0.06,0.04823
0.06002,0.04823
0.06005,0.04823
0.06008,0.04823
0.06012,0.04824
0.06013,0.04824
0.06024,0.04824
0.06029,0.04824
0.06035,0.04824
0.06036,0.04824
0.06039,0.04823
0.06042,0.04823
0.06046,0.04823
0.06048,0.04823
0.06048,0.04824
0.06048,0.04824
0.06049,0.04823
0.06067,0.04823
0.06075,0.04824
0.06076,0.04824
0.06078,0.04824
0.0608,0.04823
0.06081,0.04823
0.06083,0.04823
0.06089,0.04823
0.06091,0.04823
0.06093,0.04823
0.06093,0.04824
0.06096,0.04824
0.06105,0.04824
0.06108,0.04824
0.0611,0.04824
0.06113,0.04824
0.06114,0.04824
0.06122,0.04824
0.06122,0.04824
0.06124,0.04825
0.06126,0.04825
0.06132,0.04825
0.06134,0.04825
0.06137,0.04825
0.06141,0.04825
0.06144,0.04825
0.06148,0.04825
0.06157,0.04825
0.06171,0.04826
0.06176,0.04826
0.06176,0.04826
0.06183,0.04826
0.06191,0.04826
0.06192,0.04826
0.06194,0.04826
0.06198,0.04826
0.06202,0.04826
0.06202,0.04826
0.06203,0.04826
0.06203,0.04826
0.06204,0.04826
0.06207,0.04826
0.0621,0.04826
0.06211,0.04827
0.06211,0.04827
0.06217,0.04827
0.06222,0.04827
0.06223,0.04827
0.06224,0.04827
0.06227,0.04827
0.06227,0.04827
0.0623,0.04827
0.0623,0.04827
0.06232,0.04827
0.06232,0.04828
0.06236,0.04828
0.06238,0.04828
0.06238,0.04828
0.06247,0.04828
0.06247,0.04828
0.06247,0.04828
0.06254,0.04828
0.06255,0.04828
0.06259,0.04829
0.06265,0.04829
0.06266,0.04829
0.06267,0.04829
0.06273,0.04829
0.06273,0.04829
0.06274,0.04829
0.06275,0.04829
0.06278,0.04829
0.06282,0.0483
0.06295,0.0483
0.06297,0.0483
0.06298,0.0483
0.063,0.0483
0.063,0.0483
0.06301,0.04829
0.06307,0.04829
0.06309,0.0483
0.06314,0.0483
0.06317,0.0483
0.06317,0.0483
0.06319,0.0483
0.0632,0.0483
0.06322,0.0483
0.06324,0.0483
0.0633,0.0483
0.0634,0.0483
0.0634,0.04831
0.06343,0.04831
0.06343,0.04831
0.06345,0.04831
0.06346,0.04831
0.0635,0.04831
0.06354,0.04831
0.06359,0.04831
0.0636,0.04831
0.06362,0.04831
0.06365,0.04832
0.0637,0.04832
0.06371,0.04832
0.06375,0.04832
0.06383,0.04832
0.06395,0.04832
0.064,0.04832
0.06409,0.04832
0.0641,0.04832
0.0641,0.04833
0.0641,0.04833
0.06411,0.04833
0.06414,0.04833
0.06415,0.04833
0.06418,0.04833
0.06423,0.04833
0.06426,0.04833
0.06429,0.04833
0.06434,0.04834
0.06434,0.04834
0.06439,0.04834
0.06442,0.04834
0.06443,0.04834
0.06447,0.04834
0.06448,0.04834
0.06448,0.04834
0.06452,0.04834
0.06453,0.04835
0.06454,0.04835
0.06455,0.04835
0.06459,0.04835
0.0646,0.04835
0.0646,0.04835
0.06468,0.04835
0.06469,0.04835
0.06469,0.04835
0.06471,0.04835
0.06472,0.04836
0.06474,0.04836
0.06476,0.04836
0.06484,0.04836
0.06496,0.04836
0.06499,0.04836
0.06511,0.04836
0.06513,0.04836
0.06515,0.04836
0.0652,0.04836
0.06522,0.04837
0.06525,0.04837
0.06525,0.04837
0.06526,0.04837
0.06527,0.04837
0.06535,0.04837
0.06539,0.04837
0.0654,0.04837
0.06542,0.04837
0.06544,0.04837
0.06544,0.04837
0.06547,0.04838
0.06547,0.04838
0.06551,0.04838
0.06552,0.04838
0.06554,0.04838
0.06556,0.04838
0.0656,0.04838
0.06562,0.04838
0.06564,0.04838
0.06568,0.04838
0.06569,0.04838
0.06573,0.04838
0.06573,0.04838
0.06577,0.04838
0.06585,0.04839
0.06587,0.04839
0.06588,0.04839
0.0659,0.04839
0.0659,0.04839
0.066,0.04839
0.06603,0.04839
0.06605,0.04839
0.06607,0.04839
0.06607,0.04839
0.06609,0.0484
0.0661,0.0484
0.06619,0.0484
0.06619,0.0484
0.06621,0.0484
0.06623,0.0484
0.06623,0.0484
0.06624,0.0484
0.06625,0.0484
0.06626,0.0484
0.06628,0.04841
0.0663,0.04841
0.06634,0.04841
0.06639,0.04841
0.0664,0.04841
0.06646,0.04841
0.0665,0.04841
0.06653,0.04841
0.06654,0.04841
0.06654,0.04842
0.06657,0.04842
0.0666,0.04842
0.06661,0.04842
0.06668,0.04842
0.0667,0.04842
0.0667,0.04842
0.06671,0.04842
0.06673,0.04842
0.06675,0.04843
0.06675,0.04843
0.06677,0.04843
0.06687,0.04843
0.06687,0.04843
0.06688,0.04843
0.0669,0.04843
0.06691,0.04843
0.06695,0.04843
0.06698,0.04843
0.06699,0.04844
0.067,0.04844
0.06702,0.04844
0.06704,0.04844
0.06706,0.04844
0.06711,0.04844
0.06714,0.04844
0.06714,0.04844
0.06722,0.04844
0.06724,0.04845
0.06725,0.04845
0.06731,0.04845
0.06732,0.04845
0.06733,0.04845
0.06734,0.04845
0.06737,0.04845
0.06737,0.04845
0.06744,0.04845
0.0675,0.04845
0.06757,0.04846
0.06764,0.04846
0.06764,0.04846
0.06765,0.04846
0.06771,0.04846
0.06771,0.04846
0.06782,0.04846
0.06784,0.04846
0.06785,0.04846
0.06785,0.04846
0.06788,0.04846
0.06794,0.04846
0.06796,0.04847
0.06796,0.04847
0.06802,0.04847
0.06806,0.04847
0.0681,0.04847
0.06812,0.04847
0.06815,0.04847
0.06822,0.04847
0.06826,0.04847
0.06826,0.04848
0.06832,0.04847
0.06833,0.04847
0.06833,0.04847
0.06835,0.04847
0.06838,0.04847
0.06839,0.04847
0.06843,0.04848
0.06851,0.04848
0.06854,0.04848
0.06857,0.04848
0.0686,0.04848
0.06862,0.04848
0.06862,0.04848
0.06863,0.04848
0.06867,0.04848
0.0687,0.04849
0.06871,0.04849
0.06875,0.04849
0.0688,0.04849
0.06882,0.04849
0.06886,0.04849
0.06898,0.04849
0.06899,0.04849
0.06902,0.04849
0.06903,0.04849
0.06908,0.0485
0.06911,0.0485
0.06912,0.0485
0.06913,0.0485
0.06914,0.0485
0.06915,0.0485
0.06916,0.0485
0.06917,0.0485
0.06917,0.0485
0.06921,0.0485
0.06923,0.04851
0.06924,0.04851
0.06925,0.04851
0.0693,0.04851
0.0693,0.04851
0.06931,0.04851
0.06936,0.04851
0.06937,0.04851
0.06942,0.04851
0.06944,0.04851
0.06947,0.04852
0.06949,0.04852
0.06954,0.04852
0.06961,0.04852
0.06961,0.04852
0.06965,0.04852
0.06965,0.04851
0.06969,0.04851
0.0697,0.04851
0.0697,0.04851
0.06971,0.04851
0.0698,0.04851
0.06981,0.04851
0.06982,0.04852
0.06983,0.04852
0.06995,0.04852
0.06995,0.04852
0.06995,0.04852
0.06996,0.04852
0.07002,0.04852
0.07003,0.04852
0.07005,0.04852
0.07006,0.04852
0.07009,0.04853
0.07014,0.04853
0.07016,0.04853
0.07018,0.04853
0.07031,0.04853
0.07033,0.04853
0.07038,0.04853
0.07043,0.04853
0.07045,0.04853
0.07059,0.04853
0.07061,0.04854
0.07062,0.04853
0.07063,0.04853
0.07064,0.04853
0.07072,0.04853
0.07076,0.04853
0.07078,0.04853
0.07081,0.04854
0.07087,0.04854
0.0709,0.04854
0.07096,0.04854
0.07097,0.04854
0.07098,0.04854
0.07098,0.04854
0.07101,0.04854
0.07103,0.04853
0.07104,0.04854
0.07108,0.04854
0.0711,0.04854
0.07112,0.04854
0.07115,0.04854
0.07117,0.04854
0.07118,0.04854
0.07118,0.04854
0.0712,0.04854
0.07122,0.04854
0.07124,0.04854
0.07125,0.04854
0.0713,0.04854
0.07138,0.04854
0.0714,0.04854
0.07142,0.04854
0.07147,0.04854
0.07154,0.04854
0.07156,0.04854
0.07159,0.04855
0.07163,0.04855
0.07168,0.04854
0.07174,0.04854
0.07175,0.04854
0.07175,0.04854
0.07176,0.04854
0.07176,0.04854
0.07177,0.04854
0.07179,0.04854
0.0718,0.04855
0.07188,0.04855
0.07194,0.04855
0.07198,0.04855
0.07203,0.04855
0.07207,0.04855
0.07209,0.04855
0.07215,0.04855
0.0722,0.04855
0.07226,0.04856
0.07227,0.04856
0.07227,0.04856
0.07228,0.04856
0.07233,0.04856
0.07236,0.04856
0.07239,0.04856
0.07244,0.04856
0.07247,0.04856
0.07253,0.04856
0.07256,0.04856
0.07258,0.04857
0.07259,0.04856
0.0726,0.04857
0.07263,0.04857
0.07263,0.04857
0.07273,0.04857
0.07281,0.04857
0.07281,0.04857
0.07292,0.04857
0.07293,0.04857
0.07294,0.04857
0.07298,0.04858
0.07301,0.04858
0.07304,0.04858
0.07309,0.04858
0.07311,0.04858
0.07319,0.04858
0.0732,0.04858
0.07323,0.04858
0.07324,0.04858
0.07325,0.04858
0.07326,0.04859
0.07335,0.04859
0.07335,0.04859
0.07339,0.04859
0.07342,0.04859
0.07343,0.04859
0.07347,0.04859
0.07351,0.04859
0.07352,0.04859
0.07353,0.04859
0.07353,0.0486
0.0736,0.0486
0.07362,0.0486
0.07363,0.0486
0.07363,0.0486
0.07374,0.0486
0.07374,0.0486
0.0738,0.0486
0.07383,0.0486
0.07385,0.0486
0.07385,0.04861
0.07389,0.04861
0.07392,0.04861
0.07397,0.04861
0.07399,0.04861
0.07403,0.04861
0.07405,0.04861
0.07412,0.04861
0.07415,0.04861
0.07417,0.04861
0.07421,0.04861
0.07423,0.04861
0.07428,0.04861
0.0743,0.04861
0.07432,0.04862
0.07432,0.04862
0.07437,0.04862
0.07437,0.04862
0.07441,0.04862
0.07443,0.04861
0.07446,0.04861
0.0745,0.04861
0.07455,0.04861
0.07455,0.04861
0.07456,0.04861
0.07464,0.04861
0.07466,0.04861
0.07469,0.04861
0.07471,0.0486
0.07473,0.04861
0.07476,0.04861
0.07479,0.04861
0.0748,0.04861
0.0748,0.04861
0.0748,0.04861
0.07482,0.04861
0.07485,0.04861
0.07486,0.04861
0.07487,0.04861
0.07487,0.04862
0.07489,0.04862
0.07491,0.04862
0.07492,0.04862
0.07497,0.04862
0.07497,0.04862
0.07499,0.04862
0.075,0.04862
0.07501,0.04862
0.07507,0.04862
0.07516,0.04863
0.07518,0.04863
0.07523,0.04863
0.07524,0.04863
0.07526,0.04863
0.07527,0.04863
0.07528,0.04863
0.0753,0.04863
0.07534,0.04863
0.07541,0.04863
0.07545,0.04863
0.07546,0.04863
0.07546,0.04863
0.07552,0.04863
0.07555,0.04863
0.07556,0.04863
0.07559,0.04863
0.07561,0.04863
0.07563,0.04863
0.07565,0.04863
0.07568,0.04863
0.07569,0.04863
0.0757,0.04863
0.07571,0.04863
0.07588,0.04864
0.07589,0.04864
0.07589,0.04864
0.07593,0.04864
0.07596,0.04864
0.07597,0.04864
0.07599,0.04864
0.07606,0.04864
0.07611,0.04864
0.07615,0.04864
0.0762,0.04864
0.07622,0.04864
0.07623,0.04865
0.07623,0.04865
0.07627,0.04865
0.07638,0.04865
0.07643,0.04865
0.07647,0.04865
0.07653,0.04865
0.07656,0.04865
0.07658,0.04865
0.07661,0.04865
0.07662,0.04866
0.07662,0.04866
0.0768,0.04866
0.07687,0.04866
0.07696,0.04866
0.07697,0.04866
0.07704,0.04866
0.0771,0.04866
0.0771,0.04866
0.0771,0.04866
0.0771,0.04866
0.07711,0.04866
0.07715,0.04867
0.07717,0.04867
0.07719,0.04867
0.0772,0.04867
0.0772,0.04867
0.07724,0.04867
0.07729,0.04867
0.07729,0.04867
0.07731,0.04867
0.07735,0.04867
0.0774,0.04868
0.0774,0.04868
0.0774,0.04868
0.07741,0.04868
0.07745,0.04868
0.07747,0.04868
0.07749,0.04868
0.07749,0.04868
0.07754,0.04868
0.07755,0.04868
0.0776,0.04869
0.07762,0.04869
0.07764,0.04869
0.07767,0.04869
0.07772,0.04869
0.07778,0.04869
0.07781,0.04869
0.07784,0.04869
0.07793,0.04869
0.07793,0.04869
0.078,0.04869
0.07804,0.0487
0.07806,0.0487
0.07806,0.0487
0.07813,0.0487
0.07819,0.0487
0.0782,0.0487
0.07825,0.0487
0.07832,0.0487
0.07838,0.0487
0.07849,0.0487
0.0785,0.0487
0.0785,0.0487
0.07854,0.0487
0.07855,0.0487
0.07855,0.0487
0.07856,0.0487
0.07858,0.04871
0.0786,0.04871
0.0786,0.04871
0.07863,0.04871
0.07867,0.04871
0.07867,0.04871
0.07875,0.04871
0.07875,0.04871
0.07884,0.04871
0.07886,0.04871
0.07896,0.04872
0.0791,0.04871
0.07912,0.04871
0.07914,0.04871
0.0792,0.04871
0.07922,0.04871
0.07922,0.04871
0.07922,0.04871
0.07924,0.04871
0.07924,0.04871
0.07929,0.04871
0.07929,0.04871
0.0793,0.04871
0.07934,0.04872
0.07935,0.04872
0.07936,0.04872
0.07946,0.04872
0.07949,0.04872
0.0795,0.04872
0.0795,0.04872
0.07951,0.04872
0.07953,0.04872
0.07956,0.04872
0.07959,0.04872
0.07964,0.04873
0.07964,0.04873
0.07966,0.04873
0.07968,0.04873
0.07968,0.04873
0.0797,0.04873
0.07973,0.04873
0.07975,0.04873
0.07979,0.04873
0.07985,0.04873
0.07987,0.04873
0.07987,0.04873
0.07989,0.04873
0.07994,0.04873
0.07996,0.04873
0.07998,0.04873
0.08009,0.04873
0.0801,0.04873
0.08012,0.04873
0.08017,0.04873
0.0802,0.04873
0.0802,0.04873
0.08025,0.04873
0.08028,0.04873
0.08028,0.04873
0.08028,0.04873
0.0803,0.04873
0.08035,0.04873
0.08037,0.04873
0.08038,0.04874
0.08041,0.04874
0.08041,0.04874
0.08044,0.04874
0.08047,0.04874
0.08049,0.04874
0.08049,0.04874
0.08051,0.04874
0.08056,0.04874
0.08058,0.04874
0.08059,0.04875
0.0806,0.04875
0.08068,0.04875
0.08073,0.04874
0.08073,0.04874
0.08074,0.04875
0.08077,0.04875
0.08078,0.04875
0.08082,0.04875
0.08082,0.04875
0.0809,0.04874
0.0809,0.04874
0.08091,0.04875
0.08091,0.04875
0.08091,0.04875
0.08096,0.04875
0.081,0.04875
0.08105,0.04875
0.08106,0.04875
0.08106,0.04875
0.08108,0.04875
0.08111,0.04875
0.08112,0.04876
0.08112,0.04876
0.08119,0.04876
0.0813,0.04876
0.08135,0.04876
0.08139,0.04876
0.0814,0.04876
0.08142,0.04876
0.08142,0.04876
0.08143,0.04876
0.08149,0.04876
0.08156,0.04876
0.08168,0.04876
0.08169,0.04876
0.0817,0.04876
0.08179,0.04876
0.08182,0.04877
0.08184,0.04877
0.08189,0.04877
0.0819,0.04877
0.08191,0.04877
0.08191,0.04877
0.08193,0.04877
0.08197,0.04877
0.08197,0.04877
0.08199,0.04877
0.08202,0.04877
0.08205,0.04877
0.08208,0.04877
0.08208,0.04877
0.08213,0.04877
0.08221,0.04878
0.08223,0.04878
0.08223,0.04878
0.08235,0.04878
0.08237,0.04878
0.08239,0.04878
0.08242,0.04878
0.08246,0.04878
0.08248,0.04878
0.08253,0.04878
0.08255,0.04878
0.08255,0.04879
0.08262,0.04879
0.08263,0.04879
0.08266,0.04879
0.08271,0.04879
0.08272,0.04879
0.08277,0.04879
0.08279,0.04879
0.08287,0.04879
0.0829,0.04879
